ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating
IZUBR,IZR,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
EscapeToken,ESCP,Ethereum,"Available for sale:35,000,000 ESCP (75%)",Andorra,1500000 USD,200000 USD,N/A,MEDIUM,VERY LOW,VERY LOW,MEDIUM,VERY LOW,5,Benchy,N/A,9,N/A,N/A,2.6,6.2,3.0,2.6
Jincor,JCR,Ethereum,ERC20,Cyprus,26600000 USD,2500000 USD,Unknown,MEDIUM,LOW,LOW,-,VERY LOW,7,Benchy,4.3,10,3.9,4.1,3.5,7.9,3.6,3.5
Staps Platform,STB,N/A,N/A,N/A,17500000 USD,1000000 USD,N/A,LOW,VERY LOW,VERY LOW,LOW,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,3.0,5.4,3.9,3.0
BlitzPick,XBP,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
BioCoin,BIO,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
XWin CryptoBet,XWIN,N/A,N/A,N/A,N/A,N/A,3535787 USD,HIGH,VERY LOW,VERY LOW,-,-,N/A,Benchy,4.4,N/A,4.0,4.4,3.2,5.4,4.0,3.2
HireMatch,HIRE,Ethereum,ERC20,USA,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,6,N/A,N/A,10,N/A,N/A,-,-,-,N/A
AFRICUNIA BANK,AFCASH,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,VERY HIGH,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
BlockRx,BKRX,N/A,N/A,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,6,Benchy,3.0,10,4.0,4.0,2.9,6.5,3.6,2.9
BergmannOS ICO,,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,4.5,-,N/A
Acomobase (PreICO),ACO,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,7.7,3.6,N/A
Vinnd.io ICO,VIN,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.0,6.9,3.1,N/A
AstorGame ICO,ASTOR,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Krios ICO,KRI,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,MEDIUM,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.3,3.7,N/A
Global Metrology Project,GMP,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.8,4.0,2.8,N/A
Coinplace ICO,CPL,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.4,7.9,3.1,N/A
Luven Diagnostic,LVN,N/A,N/A,N/A,N/A,N/A,Unknown,LOW,LOW,LOW,-,VERY LOW,N/A,Benchy,3.0,N/A,2.7,2.7,2.6,5.6,3.0,2.6
SRCoin ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Pressco,,Ethereum,ERC20,Lithuania,7000 ETH,3500 ETH,N/A,-,VERY LOW,VERY LOW,-,-,6,Benchy,5.0,10,5.0,5.0,2.4,6.9,3.3,2.4
IHT I-house token,IHT,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
SmartCity ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.7,6.3,2.8,N/A
Digitex Futures ICO,DGTX,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
AiBB ICO,AIBB,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.6,6.7,1.9,N/A
MiCars ICO,MCR,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,4.6,2.8,N/A
AiBB ICO,AIBB,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.6,6.7,1.9,N/A
Peerity Crowdfund,PEER,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,7.2,3.3,N/A
Doft,DFC,Ethereum,ERC20,USA,"50,000,000",N/A,N/A,MEDIUM,-,-,-,-,6,Benchy,3.0,10,4.0,4.0,2.7,7.0,3.4,2.7
Qilin.Market,QILIN,N/A,N/A,N/A,N/A,N/A,Unknown,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.6,5.9,2.3,2.6
YohoCube,YOHO,Ethereum,ERC20,Russia,"150,000,000",N/A,N/A,-,-,-,-,-,6,Benchy,N/A,1,N/A,N/A,2.7,4.9,2.8,2.7
KahnChat ICO,KCH,N/A,N/A,N/A,N/A,N/A,N/A,LOW,MEDIUM,MEDIUM,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.1,3.5,N/A
Bitone Network,,N/A,N/A,N/A,18000000 USD,N/A,Unknown,VERY LOW,-,-,VERY LOW,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.9,6.8,-,2.9
AntiqMall ICO,AMT,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,5.7,2.8,N/A
DenCity ICO [FROZEN],DNX,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,LOW,LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.4,8.1,3.1,N/A
CryptoBnB,CKEY,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,7.4,3.0,N/A
TradeBit (TBT),,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.4,5.7,3.2,N/A
COR utility token sale,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,4.0,2.5,N/A
Block Array,ARY,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,-,-,MEDIUM,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
STeX Exchange,STE,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.3,7.7,3.7,N/A
Safcur,CFR,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Unity ICO,UNT,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.3,5.0,2.4,N/A
Vesa Token ICO,VSA,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,VERY HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.3,6.1,3.3,N/A
Bottos ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
ABT Decentralised Web Services - ICO,ABT,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,5.5,-,N/A
Stockchain Global,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Crassula,CRAT,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.1,N/A,-,N/A
Coinfer,CNF,Ethereum,ERC20,Ukraine,10000000 USD,500000 USD,Unknown,-,VERY LOW,VERY LOW,HIGH,-,4,Benchy,N/A,1,N/A,N/A,2.3,4.4,2.0,2.3
Craftmade ICO,CRAFTT,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Elige.re,ELG,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,2.7,N/A,2.7,3.0,2.8,5.5,2.6,2.8
Local World Forwarders,LWF,N/A,N/A,N/A,"2,000 BTC",300000 USD,4700952 USD,VERY HIGH,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,2.6,N/A,2.5,2.6,-,-,-,2.5
Riptide Coin,RIPT,N/A,N/A,N/A,66056683 USD,N/A,5980 USD,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.8
Monartis,MNT,Ethereum,ERC20,UK,"700,000,000",N/A,N/A,VERY HIGH,LOW,LOW,-,-,6,Benchy,N/A,7,N/A,N/A,2.6,6.4,2.4,2.6
Witcoin,WIT,Ethereum,ERC20,N/A,"8,000,000","1,000,000",Unknown,MEDIUM,VERY LOW,VERY LOW,-,-,4,Benchy,N/A,1,N/A,N/A,2.4,4.0,-,2.4
Memessenger ICO,,Waves,"Available for sale:4,900,000 MET (49%)",Russia,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,4,N/A,N/A,1,N/A,N/A,2.2,3.9,3.0,N/A
Pryze,PRYZ,Ethereum,ERC20,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,7,Benchy,N/A,1,N/A,N/A,2.3,4.9,4.5,2.3
Beep,BEEP,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,4.5,3.4,N/A
SnagRide（MILE）,MILE,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.2,4.2,2.3,N/A
BitCoen,BEN,N/A,N/A,N/A,N/A,N/A,2504103 USD,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.7
Aston,ATC,N/A,N/A,N/A,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.4
RoyalCash,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Securosys,,Ethereum,ERC20,Switzerland,"16,250,000 CHF","5,000,000 CHF",Unknown,-,VERY LOW,VERY LOW,-,-,3,Benchy,2.0,10,2.0,2.0,2.2,5.8,-,2.2
Epsilon,EPS,Ethereum,ERC20,N/A,21000 ETH,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,-,3,Benchy,N/A,10,N/A,N/A,-,-,-,2.4
Real Estate Token,HCT,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.1,4.8,2.2,N/A
WindMiner ecoToken ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
RANK ICO,RANK,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.3,4.1,2.2,N/A
WHA Project,WHA,N/A,N/A,N/A,57400000 USD,N/A,N/A,-,-,-,-,-,N/A,Benchy,3.0,N/A,3.0,4.0,2.6,3.6,2.7,2.6
BANER,,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
GoldMineCoin,,Ethereum,ERC-20,Russia,N/A,N/A,Unknown,MEDIUM,VERY LOW,VERY LOW,-,VERY LOW,1,Benchy,N/A,2,N/A,N/A,3.0,4.0,-,3.0
Lineage Network,LINE,N/A,N/A,N/A,500 ETH,N/A,Unknown,VERY LOW,-,-,VERY LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,2.6,2.0,2.3
E-veksel,EVR,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
ATMT,ATMT,Ethereum,ERC20,Sweden,N/A,N/A,N/A,-,-,-,-,VERY LOW,7,N/A,N/A,7,N/A,N/A,2.2,6.8,2.4,N/A
Moentum Token,MOM,N/A,N/A,N/A,N/A,N/A,Unknown,-,-,-,-,-,N/A,Benchy,2.0,N/A,2.0,2.0,2.1,3.6,2.1,2.1
House Coupon Token,,N/A,N/A,N/A,N/A,N/A,Unknown,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.0,5.1,-,2.0
Payfrit RMS,PYT,N/A,N/A,N/A,10000000 USD,2500000 USD,Unknown,-,-,-,-,-,N/A,Benchy,1.2,N/A,1.0,1.7,2.2,6.1,2.0,2.2
Powervest ICO,PWT1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Rothscoin,RTC,Ethereum,ERC20,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,2,Benchy,N/A,1,N/A,N/A,2.1,3.2,2.3,2.1
MDCN,MDCN,Ethereum,ERC20,UK,N/A,N/A,Unknown,-,-,-,VERY LOW,-,1,Benchy,N/A,1,N/A,N/A,1.5,2.4,1.5,1.5
Brisk Pass,BSK,N/A,N/A,N/A,N/A,N/A,Unknown,VERY LOW,-,-,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,1.7,4.7,1.7,1.7
[NSFW] Nocta,NOCTA,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.7,3.9,2.4,N/A
ARC Reserve Currency,ARCC,N/A,N/A,N/A,N/A,N/A,Unknown,VERY LOW,-,-,VERY LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.1,5.3,2.5,2.1
DigiIndiaCoin,DTI,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
ENET Network ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.1,4.0,2.2,N/A
Whizz Coin,WHZ,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,1.8,3.3,1.9,1.8
Health Monitor,,N/A,N/A,N/A,N/A,N/A,562680 USD,VERY HIGH,MEDIUM,MEDIUM,-,-,N/A,Benchy,3.0,N/A,1.0,1.0,2.2,5.6,2.1,2.2
Whizz Coin,WHZ,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,1.8,3.3,1.9,1.8
Cryptoibet ICO,IBET,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Chatello ICO,CHA,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,VERY HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,2.1,6.0,1.8,N/A
Sisu token,SISI,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
ArtCoin,ACF,N/A,N/A,N/A,100000000 USD,5000000 USD,N/A,VERY LOW,-,-,-,VERY LOW,N/A,Benchy,2.0,N/A,2.0,4.0,N/A,5.6,-,3.3
ZFX Token ICO,ZFX,N/A,N/A,N/A,N/A,N/A,N/A,LOW,MEDIUM,MEDIUM,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
ICURY,ICURY,Ethereum,ERC20,Netherlands,"5,000,000,000","50,000,000",N/A,-,HIGH,HIGH,-,VERY LOW,8,Benchy,N/A,10,N/A,N/A,2.1,7.6,2.5,2.2
CoffeeCoin,CFC,N/A,N/A,N/A,N/A,N/A,N/A,LOW,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Gift Token,GIFT,N/A,N/A,N/A,26127734 USD,6399988 USD,Unknown,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,1.5,4.0,2.0,1.5
LBRY,LBC,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
ReB Project ICO,REB,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Gene Blockchain ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Urother,,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Byte Bet,BBET,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.0,5.7,1.8,N/A
White Crypto City,CERTIFICATE,N/A,N/A,N/A,"500,000 EUR",N/A,Unknown,-,-,-,-,-,N/A,Benchy,1.2,N/A,1.2,1.3,1.4,2.6,2.0,1.4
Mainasset,MAS,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
PoSW Coin,POSW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Vectorspace,VEC,Ethereum,ERC20,Japan,N/A,N/A,N/A,-,-,-,-,MEDIUM,8,Benchy,1.0,5.4,1.0,1.0,-,-,-,0.7
Mining Solutions ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,VERY HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Trevi Token,TT,N/A,N/A,N/A,4000000 USD,N/A,501000 USD,-,VERY LOW,VERY LOW,LOW,-,N/A,Benchy,1.0,N/A,1.2,1.2,1.3,5.1,1.8,1.3
MRAToken,MRAT,Ethereum,N/A,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,1,Benchy,N/A,10,N/A,N/A,1.6,3.9,1.4,1.6
CharityProject ICO,CRY,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
SOLAREUM,SLRM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Volk ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
IBCoin,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Moldcoin,MLD,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Tibyk,TIBYK,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,LOW,LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Datocoin ICO,DTCN,N/A,N/A,N/A,N/A,N/A,N/A,LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Bitfinite,BFC,N/A,N/A,Turkey,N/A,N/A,Unknown,-,LOW,LOW,-,-,10,Benchy,1.0,1,1.0,1.0,1.1,5.3,1.1,1.1
BiafraCoin ICO (BFC),BFC,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Scoin,7SNC,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.3,N/A,-,N/A
CryptoChip,CRC,N/A,N/A,UK,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,3,Benchy,1.0,10,1.0,1.0,1.0,4.4,1.0,1.0
Bankcoin,BANKCOIN,N/A,N/A,N/A,N/A,N/A,1000000 USD,-,LOW,LOW,-,-,N/A,Benchy,1.0,N/A,1.0,1.0,-,-,-,1.6
URCOINS.BIZ,URCB,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
DVLP Coin,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
altOWL,AOWL,Ethereum,ERC20,UK,14000 ETH,N/A,Unknown,VERY HIGH,-,-,VERY HIGH,-,1,Benchy,1.0,1,1.0,1.0,1.0,2.3,1.2,1.0
Blockchain Traded Fund,BTF,N/A,N/A,N/A,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,1.0,N/A,1.0,1.0,-,-,-,1.1
First Token Asia,FTA,N/A,N/A,N/A,1333 ETH,N/A,Unknown,-,-,-,-,-,N/A,Benchy,1.0,N/A,1.0,1.0,1.1,2.6,-,1.1
Bitnet Token ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Cryptodruid,RUNE,Ethereum,ERC20,N/A,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,VERY LOW,-,1,Benchy,N/A,1,N/A,N/A,1.2,2.6,1.3,1.2
After Ether,AET,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.1,2.3,1.2,N/A
tokcoin ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Shareel ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Blind Croupier ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Lights Movie Studio,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
StrikeCoin by Dimensions Network,,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.4,N/A,1.7,N/A
YouTweak,YTI,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Zillerium,ZILLERIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Lytictail,LYT,IOTA,N/A,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,1,Benchy,1.0,1,1.1,1.7,1.4,2.4,1.4,1.4
Nilecoin,NIL,Nilechain,ERC20,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,VERY LOW,-,3,Benchy,1.0,1,3.0,2.0,2.0,3.3,2.0,2.0
Horyou,HYT,N/A,N/A,N/A,"108,000,000 EUR",N/A,Unknown,-,MEDIUM,MEDIUM,VERY LOW,LOW,N/A,Benchy,3.9,N/A,3.5,4.5,-,-,-,3.8
StoneToken,STTN,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
TrueDonate,TDN,Ethereum,"Available for sale:200,000,000 TDN (75%)",Russia,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,VERY LOW,6,Benchy,3.0,1,2.0,2.0,2.7,4.9,2.4,2.7
AMOR,AMOR,N/A,N/A,N/A,N/A,N/A,Unknown,LOW,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,1.8,3.7,-,1.8
Rotharium ICO,RTH,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Taskfair,TFT,Ethereum,ERC20,British Virgin Islands,15000000 USD,1000000 USD,Unknown,VERY HIGH,MEDIUM,MEDIUM,VERY HIGH,-,7,Benchy,4.0,10,4.0,3.7,2.7,7.7,3.5,2.7
Ethorse,HORSE,N/A,N/A,N/A,4000 ETH,400 ETH,48000004000000000000 ETH,LOW,LOW,LOW,LOW,VERY LOW,N/A,Benchy,3.5,N/A,4.5,4.6,-,-,-,3.8
Volteum,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
KeepPet ICO,PET,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,3.8,3.2,N/A
Honor,HONOR,N/A,N/A,N/A,5000000 USD,N/A,Unknown,-,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.2,3.4,3.8,2.2
